source	target	similarity	repet	variance
NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	NR_135502.1|non-coding_RNA|MAN2A2|Nosynon	86.670	1	0.000
NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	NR_104035.1|long_non-coding_RNA|CERS5|Nosynon	88.650	1	0.000
NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	NR_027365.2|non-coding_RNA|RHNO1|Nosynon	85.000	1	0.000
NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	NR_038904.1|non-coding_RNA|LOC100506305|Nosynon	85.070	1	0.000
NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	NR_134677.1|non-coding_RNA|WDR31|Nosynon	85.150	2	0.006
NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	NR_003367.3|long_non-coding_RNA|PVT1|Synom:non-protein_coding	86.670	1	0.000
NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	NR_038906.1|non-coding_RNA|LOC643623|Nosynon	86.190	1	0.000
NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	NR_135688.1|non-coding_RNA|DUSP19|Nosynon	86.530	2	0.533
NR_134867.1|non-coding_RNA|PDDC1|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	88.242	4	2.981
NR_002728.3|long_non-coding_RNA|KCNQ1OT1|Synom:non-protein_coding	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	87.613	3	2.386
NR_045417.1|non-coding_RNA|AKIP1|Synom:PRKA	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	84.780	1	0.000
NR_120540.1|long_non-coding_RNA|LOC101928053|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	84.800	1	0.000
NR_135109.1|long_non-coding_RNA|LOC105376554|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	87.950	1	0.000
NR_135109.1|long_non-coding_RNA|LOC105376554|Nosynon	NR_132742.1|long_non-coding_RNA|MIR34AHG|Nosynon	87.500	1	0.000
NR_038904.1|non-coding_RNA|LOC100506305|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	87.110	1	0.000
NR_131246.1|long_non-coding_RNA|MIR670HG|Nosynon	NR_131246.1|long_non-coding_RNA|MIR670HG|Nosynon	100.000	1	0.000
NR_122071.1|long_non-coding_RNA|LOC399886|Nosynon	NR_132742.1|long_non-coding_RNA|MIR34AHG|Nosynon	85.400	1	0.000
NR_133638.1|long_non-coding_RNA|MIR194-2HG|Nosynon	NR_133638.1|long_non-coding_RNA|MIR194-2HG|Nosynon	100.000	1	0.000
NR_037650.1|non-coding_RNA|ARL2-SNX15|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	87.690	1	0.000
NR_037567.1|long_non-coding_RNA|MRPL49|Nosynon	NR_132742.1|long_non-coding_RNA|MIR34AHG|Nosynon	87.960	1	0.000
NR_046567.1|long_non-coding_RNA|SHANK2-AS1|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	88.210	1	0.000
NR_046567.1|long_non-coding_RNA|SHANK2-AS1|Nosynon	NR_132742.1|long_non-coding_RNA|MIR34AHG|Nosynon	85.780	1	0.000
NR_038862.1|non-coding_RNA|LOC339902|Nosynon	NR_132742.1|long_non-coding_RNA|MIR34AHG|Nosynon	92.090	1	0.000
NR_038862.1|non-coding_RNA|LOC339902|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	87.730	1	0.000
NR_104178.1|long_non-coding_RNA|LOC100128494|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	87.830	1	0.000
NR_126364.1|long_non-coding_RNA|LINC01537|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	87.910	1	0.000
NR_133914.1|long_non-coding_RNA|PCF11-AS1|Nosynon	NR_132742.1|long_non-coding_RNA|MIR34AHG|Nosynon	86.280	1	0.000
NR_133914.1|long_non-coding_RNA|PCF11-AS1|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	86.030	1	0.000
NR_103726.1|non-coding_RNA|SRSF8|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	88.240	1	0.000
NR_120563.1|long_non-coding_RNA|LOC101928847|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	86.030	1	0.000
NR_120563.1|long_non-coding_RNA|LOC101928847|Nosynon	NR_132742.1|long_non-coding_RNA|MIR34AHG|Nosynon	87.110	1	0.000
NR_125383.1|long_non-coding_RNA|LOC100507431|Nosynon	NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	88.270	1	0.000
NR_027946.2|non-coding_RNA|ERC1|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	87.120	1	0.000
NR_027946.2|non-coding_RNA|ERC1|Nosynon	NR_132742.1|long_non-coding_RNA|MIR34AHG|Nosynon	86.210	1	0.000
NR_104461.1|long_non-coding_RNA|PARP11|Synom:ADP-ribose	NR_132742.1|long_non-coding_RNA|MIR34AHG|Nosynon	83.540	1	0.000
NR_104461.1|long_non-coding_RNA|PARP11|Synom:ADP-ribose	NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	85.000	1	0.000
NR_120663.1|non-coding_RNA|SPATS2|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	87.550	1	0.000
NR_104035.1|long_non-coding_RNA|CERS5|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	85.710	1	0.000
NR_033854.1|non-coding_RNA|LOC283335|Nosynon	NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	89.680	1	0.000
NR_040053.1|long_non-coding_RNA|RNF41|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	86.540	1	0.000
NR_073055.1|long_non-coding_RNA|SLC16A7|Synom:monocarboxylate_transporter	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	92.660	1	0.000
NR_103861.1|long_non-coding_RNA|LOC100507175|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	85.140	1	0.000
NR_103519.1|long_non-coding_RNA|RAB3IP|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	86.570	1	0.000
NR_103519.1|long_non-coding_RNA|RAB3IP|Nosynon	NR_132742.1|long_non-coding_RNA|MIR34AHG|Nosynon	83.810	1	0.000
NR_077240.1|non-coding_RNA|LOC643711|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	86.870	1	0.000
NR_033801.1|non-coding_RNA|LOC121456|Synom:sodium/hydrogen_exchanger	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	89.640	1	0.000
NR_133897.1|non-coding_RNA|KCTD10|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	86.220	1	0.000
NR_133897.1|non-coding_RNA|KCTD10|Nosynon	NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	89.860	1	0.000
NR_133897.1|non-coding_RNA|KCTD10|Nosynon	NR_132742.1|long_non-coding_RNA|MIR34AHG|Nosynon	86.170	1	0.000
NR_038118.1|long_non-coding_RNA|MMAB|Synom:cobalamin_deficiency	NR_132742.1|long_non-coding_RNA|MIR34AHG|Nosynon	92.780	1	0.000
NR_024246.2|long_non-coding_RNA|LINC00934|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	87.800	1	0.000
NR_033684.1|non-coding_RNA|GATC|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	84.110	1	0.000
NR_104409.1|long_non-coding_RNA|C12orf43|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	86.250	1	0.000
NR_033948.1|non-coding_RNA|P2RX7|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	83.140	1	0.000
NR_033948.1|non-coding_RNA|P2RX7|Nosynon	NR_132742.1|long_non-coding_RNA|MIR34AHG|Nosynon	84.000	1	0.000
NR_104103.1|non-coding_RNA|SNRNP35|Synom:U11/U12	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	83.390	1	0.000
NR_110049.2|long_non-coding_RNA|LOC101927415|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	89.188	5	6.122
NR_110049.2|long_non-coding_RNA|LOC101927415|Nosynon	NR_132742.1|long_non-coding_RNA|MIR34AHG|Nosynon	85.825	4	0.782
NR_024457.2|long_non-coding_RNA|LOC100190940|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	85.980	1	0.000
NR_038258.1|non-coding_RNA|LOC100616668|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	84.650	1	0.000
NR_038258.1|non-coding_RNA|LOC100616668|Nosynon	NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	86.010	1	0.000
NR_123714.1|non-coding_RNA|DGKH|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	85.230	1	0.000
NR_038433.2|long_non-coding_RNA|LINC00330|Nosynon	NR_132742.1|long_non-coding_RNA|MIR34AHG|Nosynon	86.340	1	0.000
NR_046226.1|long_non-coding_RNA|CPB2-AS1|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	93.940	1	0.000
NR_135322.1|non-coding_RNA|PHF11|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	90.800	1	0.000
NR_135322.1|non-coding_RNA|PHF11|Nosynon	NR_132742.1|long_non-coding_RNA|MIR34AHG|Nosynon	89.220	1	0.000
NR_002605.2|long_non-coding_RNA|DLEU1|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	88.950	1	0.000
NR_002605.2|long_non-coding_RNA|DLEU1|Nosynon	NR_132742.1|long_non-coding_RNA|MIR34AHG|Nosynon	86.030	1	0.000
NR_033829.1|long_non-coding_RNA|MIR4500HG|Nosynon	NR_033829.1|long_non-coding_RNA|MIR4500HG|Nosynon	100.000	1	0.000
NR_038970.1|non-coding_RNA|LOC283624|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	90.160	1	0.000
NR_120408.1|non-coding_RNA|NUBPL|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	87.950	1	0.000
NR_120408.1|non-coding_RNA|NUBPL|Nosynon	NR_132742.1|long_non-coding_RNA|MIR34AHG|Nosynon	87.290	1	0.000
NR_109995.1|long_non-coding_RNA|LOC100506476|Nosynon	NR_132742.1|long_non-coding_RNA|MIR34AHG|Nosynon	86.670	1	0.000
NR_109995.1|long_non-coding_RNA|LOC100506476|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	85.950	1	0.000
NR_104183.1|long_non-coding_RNA|LOC100506603|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	91.150	1	0.000
NR_038436.1|non-coding_RNA|LOC145216|Nosynon	NR_132742.1|long_non-coding_RNA|MIR34AHG|Nosynon	87.560	1	0.000
NR_038436.1|non-coding_RNA|LOC145216|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	88.270	1	0.000
NR_135293.1|long_non-coding_RNA|LOC101929634|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	85.590	2	9.242
NR_027457.2|long_non-coding_RNA|LINC00221|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	84.620	1	0.000
NR_036470.1|non-coding_RNA|HERC2P7|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	82.700	2	0.490
NR_036650.1|non-coding_RNA|LOC100288615|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	96.150	1	0.000
NR_120329.1|long_non-coding_RNA|LOC101928174|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	84.800	1	0.000
NR_120329.1|long_non-coding_RNA|LOC101928174|Nosynon	NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	84.060	1	0.000
NR_040059.1|long_non-coding_RNA|SRP14-AS1|Synom:head_to_head	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	83.900	1	0.000
NR_045620.1|non-coding_RNA|NDUFAF1|Synom:ubiquinone	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	89.000	1	0.000
NR_049761.1|long_non-coding_RNA|MAPKBP1|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	93.330	1	0.000
NR_135681.1|long_non-coding_RNA|LOC105370792|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	86.030	1	0.000
NR_135681.1|long_non-coding_RNA|LOC105370792|Nosynon	NR_132742.1|long_non-coding_RNA|MIR34AHG|Nosynon	87.000	1	0.000
NR_120338.1|long_non-coding_RNA|LIPC-AS1|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	87.690	1	0.000
NR_120338.1|long_non-coding_RNA|LIPC-AS1|Nosynon	NR_132742.1|long_non-coding_RNA|MIR34AHG|Nosynon	84.650	1	0.000
NR_120338.1|long_non-coding_RNA|LIPC-AS1|Nosynon	NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	83.400	1	0.000
NR_073415.2|non-coding_RNA|HSP90AB4P|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	88.500	1	0.000
NR_073534.1|long_non-coding_RNA|SNX22|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	89.905	2	0.207
NR_109934.1|long_non-coding_RNA|KIAA0101|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	87.920	1	0.000
NR_133680.1|non-coding_RNA|CLPX|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	85.385	2	0.148
NR_135485.1|non-coding_RNA|DPP8|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	84.870	1	0.000
NR_103739.1|non-coding_RNA|LCTL|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	84.300	1	0.000
NR_103739.1|non-coding_RNA|LCTL|Nosynon	NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	85.600	1	0.000
NR_104312.1|non-coding_RNA|COMMD4|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	93.580	1	0.000
NR_033738.1|non-coding_RNA|LOC440300|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	88.580	1	0.000
NR_135915.1|non-coding_RNA|MRPS11|Nosynon	NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	90.280	1	0.000
NR_135915.1|non-coding_RNA|MRPS11|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	84.320	1	0.000
NR_135502.1|non-coding_RNA|MAN2A2|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	89.670	1	0.000
NR_135502.1|non-coding_RNA|MAN2A2|Nosynon	NR_132742.1|long_non-coding_RNA|MIR34AHG|Nosynon	84.820	1	0.000
NR_110104.1|long_non-coding_RNA|AC068831.10|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	89.740	1	0.000
NR_135198.1|long_non-coding_RNA|LOC729652|Nosynon	NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	87.500	1	0.000
NR_033861.1|non-coding_RNA|LOC283875|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	87.890	1	0.000
NR_033904.1|non-coding_RNA|FLJ39639|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	90.480	1	0.000
NR_120311.1|long_non-coding_RNA|LOC102724927|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	90.160	1	0.000
NR_120311.1|long_non-coding_RNA|LOC102724927|Nosynon	NR_132742.1|long_non-coding_RNA|MIR34AHG|Nosynon	89.580	1	0.000
NR_039999.1|non-coding_RNA|LOC100507501|Nosynon	NR_132742.1|long_non-coding_RNA|MIR34AHG|Nosynon	87.870	1	0.000
NR_039999.1|non-coding_RNA|LOC100507501|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	84.920	1	0.000
NR_135195.1|long_non-coding_RNA|LOC101927009|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	85.130	1	0.000
NR_045815.1|long_non-coding_RNA|ATF7IP2|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	88.240	1	0.000
NR_104444.1|non-coding_RNA|CIITA|Nosynon	NR_132742.1|long_non-coding_RNA|MIR34AHG|Nosynon	87.390	1	0.000
NR_104444.1|non-coding_RNA|CIITA|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	84.680	1	0.000
NR_110907.1|long_non-coding_RNA|LOC101927131|Nosynon	NR_132742.1|long_non-coding_RNA|MIR34AHG|Nosynon	87.110	1	0.000
NR_110907.1|long_non-coding_RNA|LOC101927131|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	85.940	1	0.000
NR_132983.1|long_non-coding_RNA|MIR193BHG|Nosynon	NR_132983.1|long_non-coding_RNA|MIR193BHG|Nosynon	100.000	1	0.000
NR_136733.1|non-coding_RNA|TMC7|Nosynon	NR_132742.1|long_non-coding_RNA|MIR34AHG|Nosynon	88.830	1	0.000
NR_136733.1|non-coding_RNA|TMC7|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	85.135	2	0.403
NR_122072.1|long_non-coding_RNA|LINC01567|Nosynon	NR_132742.1|long_non-coding_RNA|MIR34AHG|Nosynon	85.840	1	0.000
NR_037158.1|long_non-coding_RNA|IL21R-AS1|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	87.060	1	0.000
NR_134536.1|non-coding_RNA|QPRT|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	86.620	1	0.000
NR_110940.1|long_non-coding_RNA|MIR762HG|Nosynon	NR_110940.1|long_non-coding_RNA|MIR762HG|Nosynon	100.000	1	0.000
NR_136738.1|non-coding_RNA|SHCBP1|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	87.320	1	0.000
NR_136738.1|non-coding_RNA|SHCBP1|Nosynon	NR_132742.1|long_non-coding_RNA|MIR34AHG|Nosynon	85.330	1	0.000
NR_037620.1|non-coding_RNA|ORC6|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	86.310	1	0.000
NR_133569.1|long_non-coding_RNA|LOC106699570|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	92.970	1	0.000
NR_039997.1|non-coding_RNA|LOC100506083|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	85.820	1	0.000
NR_110938.1|long_non-coding_RNA|LOC101928446|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	84.050	1	0.000
NR_033984.1|non-coding_RNA|LOC400548|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	84.070	1	0.000
NR_033984.1|non-coding_RNA|LOC400548|Nosynon	NR_132742.1|long_non-coding_RNA|MIR34AHG|Nosynon	85.710	1	0.000
NR_038859.1|long_non-coding_RNA|LINC00311|Nosynon	NR_132742.1|long_non-coding_RNA|MIR34AHG|Nosynon	88.390	1	0.000
NR_038859.1|long_non-coding_RNA|LINC00311|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	89.030	2	9.302
NR_037928.1|non-coding_RNA|P2RX5-TAX1BP3|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	87.695	2	7.263
NR_037928.1|non-coding_RNA|P2RX5-TAX1BP3|Nosynon	NR_132742.1|long_non-coding_RNA|MIR34AHG|Nosynon	86.290	3	2.589
NR_046396.1|long_non-coding_RNA|XAF1|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	85.200	1	0.000
NR_046396.1|long_non-coding_RNA|XAF1|Nosynon	NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	84.100	1	0.000
NR_038310.1|long_non-coding_RNA|MIR497HG|Nosynon	NR_038310.1|long_non-coding_RNA|MIR497HG|Nosynon	100.000	2	0.000
NR_104343.1|long_non-coding_RNA|FLJ35934|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	85.130	1	0.000
NR_104343.1|long_non-coding_RNA|FLJ35934|Nosynon	NR_132742.1|long_non-coding_RNA|MIR34AHG|Nosynon	85.710	1	0.000
NR_104185.1|long_non-coding_RNA|CCDC144NL-AS1|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	85.880	1	0.000
NR_135479.1|long_non-coding_RNA|LOC105371743|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	88.450	1	0.000
NR_038847.1|non-coding_RNA|LOC100505576|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	85.635	2	0.286
NR_136415.1|long_non-coding_RNA|LOC105371789|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	90.080	1	0.000
NR_026905.2|long_non-coding_RNA|CRHR1-IT1|Synom:non-protein_coding	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	85.915	2	1.836
NR_135634.1|long_non-coding_RNA|LOC101927877|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	89.210	1	0.000
NR_046273.1|long_non-coding_RNA|LOC729683|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	87.080	1	0.000
NR_002947.2|non-coding_RNA|TCAM1P|Synom:mouse	NR_132742.1|long_non-coding_RNA|MIR34AHG|Nosynon	85.200	1	0.000
NR_040050.1|non-coding_RNA|LOC100507351|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	90.910	1	0.000
NR_040071.1|long_non-coding_RNA|TNRC6C-AS1|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	89.175	2	1.156
NR_040071.1|long_non-coding_RNA|TNRC6C-AS1|Nosynon	NR_132742.1|long_non-coding_RNA|MIR34AHG|Nosynon	86.760	1	0.000
NR_102401.1|long_non-coding_RNA|DNAH17-AS1|Nosynon	NR_132742.1|long_non-coding_RNA|MIR34AHG|Nosynon	88.460	1	0.000
NR_102401.1|long_non-coding_RNA|DNAH17-AS1|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	86.210	1	0.000
NR_135639.1|long_non-coding_RNA|LOC101929511|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	91.505	2	6.579
NR_038839.1|long_non-coding_RNA|MIR3976HG|Nosynon	NR_038839.1|long_non-coding_RNA|MIR3976HG|Nosynon	100.000	1	0.000
NR_040241.1|non-coding_RNA|MPPE1|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	83.570	1	0.000
NR_040241.1|non-coding_RNA|MPPE1|Nosynon	NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	82.940	1	0.000
NR_049896.1|long_non-coding_RNA|C18orf61|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	87.740	1	0.000
NR_049896.1|long_non-coding_RNA|C18orf61|Nosynon	NR_132742.1|long_non-coding_RNA|MIR34AHG|Nosynon	87.820	1	0.000
NR_104164.1|long_non-coding_RNA|LINC01443|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	85.110	1	0.000
NR_136684.1|non-coding_RNA|PIAS2|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	90.910	1	0.000
NR_027064.2|long_non-coding_RNA|TINCR|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	84.480	1	0.000
NR_111903.1|non-coding_RNA|HSH2D|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	85.660	1	0.000
NR_103530.1|long_non-coding_RNA|ANKLE1|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	86.080	1	0.000
NR_103530.1|long_non-coding_RNA|ANKLE1|Nosynon	NR_132742.1|long_non-coding_RNA|MIR34AHG|Nosynon	85.780	1	0.000
NR_073517.1|non-coding_RNA|PIK3R2|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	85.040	1	0.000
NR_073517.1|non-coding_RNA|PIK3R2|Nosynon	NR_132742.1|long_non-coding_RNA|MIR34AHG|Nosynon	85.590	1	0.000
NR_117086.1|long_non-coding_RNA|ZNF714|Nosynon	NR_132742.1|long_non-coding_RNA|MIR34AHG|Nosynon	86.300	1	0.000
NR_103741.1|non-coding_RNA|LOC100132815|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	87.190	2	5.108
NR_040046.1|non-coding_RNA|LOC100128682|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	83.980	1	0.000
NR_110171.1|non-coding_RNA|U2AF1L4|Nosynon	NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	85.410	1	0.000
NR_110171.1|non-coding_RNA|U2AF1L4|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	89.290	1	0.000
NR_073032.1|non-coding_RNA|SPRED3|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	88.000	1	0.000
NR_040109.2|long_non-coding_RNA|PCAT19|Synom:non-protein_coding	NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	87.000	1	0.000
NR_040109.2|long_non-coding_RNA|PCAT19|Synom:non-protein_coding	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	83.460	1	0.000
NR_033678.1|non-coding_RNA|CARD8|Nosynon	NR_132742.1|long_non-coding_RNA|MIR34AHG|Nosynon	86.400	1	0.000
NR_033678.1|non-coding_RNA|CARD8|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	88.230	2	9.672
NR_040037.1|long_non-coding_RNA|PTOV1-AS1|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	85.880	1	0.000
NR_040037.1|long_non-coding_RNA|PTOV1-AS1|Nosynon	NR_132742.1|long_non-coding_RNA|MIR34AHG|Nosynon	86.400	1	0.000
NR_037805.1|non-coding_RNA|ZNF321|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	85.033	3	3.601
NR_126418.1|long_non-coding_RNA|LENG8-AS1|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	88.020	1	0.000
NR_103518.2|non-coding_RNA|LILRB1|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	86.480	1	0.000
NR_135923.1|non-coding_RNA|ZNF530|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	84.400	1	0.000
NR_135923.1|non-coding_RNA|ZNF530|Nosynon	NR_132742.1|long_non-coding_RNA|MIR34AHG|Nosynon	84.440	1	0.000
NR_135923.1|non-coding_RNA|ZNF530|Nosynon	NR_038262.1|long_non-coding_RNA|MIR210HG|Nosynon	85.150	1	0.000
NR_110974.1|non-coding_RNA|ZNF154|Nosynon	NR_037867.1|long_non-coding_RNA|MIR3945HG|Nosynon	88.303	3	1.406
