"","X.tax_id","chromosome","chr_start","chr_stop","chr_orient","contig","ctg_start","ctg_stop","ctg_orient","feature_name","feature_id","feature_type","group_label","transcript","evidence_code"
"2419988",9606,"5",138032774,138038933,"+","NC_000005.10",138032774,138038933,"+","LOC100130172","GeneID:100130172","GENE","GRCh38.p7-Primary Assembly","-",""
"98783",9606,"1",46674036,46692098,"+","NC_000001.11",46674036,46692098,"+","EFCAB14-AS1","GeneID:100130197","GENE","GRCh38.p7-Primary Assembly","-",""
"2884490",9606,"8",125922523,125951197,"-","NC_000008.11",125922523,125951197,"-","LINC00861","GeneID:100130231","GENE","GRCh38.p7-Primary Assembly","-",""
"782228",9606,"12",132275391,132280900,"+","NC_000012.12",132275391,132280900,"+","LOC100130238","GeneID:100130238","GENE","GRCh38.p7-Primary Assembly","-",""
"1842297",9606,"20",19242302,19284596,"-","NC_000020.11",19242302,19284596,"-","LOC100130264","GeneID:100130264","GENE","GRCh38.p7-Primary Assembly","-",""
"2472178",9606,"6",10412318,10416169,"+","NC_000006.12",10412318,10416169,"+","TFAP2A-AS1","GeneID:100130275","GENE","GRCh38.p7-Primary Assembly","-",""
"2844277",9606,"8",60966121,60967748,"-","NC_000008.11",60966121,60967748,"-","LOC100130298","GeneID:100130298","GENE","GRCh38.p7-Primary Assembly","-",""
"300444",9606,"1",237862175,237928321,"+","NC_000001.11",237862175,237928321,"+","LOC100130331","GeneID:100130331","GENE","GRCh38.p7-Primary Assembly","-",""
"1473415",9606,"19",34645873,34646052,"+","NC_000019.10",34645873,34646052,"+","SCGB2B3P","GeneID:100130342","GENE","GRCh38.p7-Primary Assembly","-",""
"2474574",9606,"6",13273094,13295586,"-","NC_000006.12",13273094,13295586,"-","LOC100130357","GeneID:100130357","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"847719",9606,"13",113748511,113751089,"-","NC_000013.11",113748511,113751089,"-","LINC00552","GeneID:100130386","GENE","GRCh38.p7-Primary Assembly","-",""
"1057",9606,"1",916818,919692,"-","NC_000001.11",916818,919692,"-","LOC100130417","GeneID:100130417","GENE","GRCh38.p7-Primary Assembly","-",""
"1934353",9606,"22",17036570,17058792,"+","NC_000022.11",17036570,17058792,"+","CECR7","GeneID:100130418","GENE","GRCh38.p7-Primary Assembly","-",""
"1815538",9606,"2",240449419,240456700,"-","NC_000002.12",240449419,240456700,"-","PP14571","GeneID:100130449","GENE","GRCh38.p7-Primary Assembly","-",""
"1758982",9606,"2",196700634,196713012,"-","NC_000002.12",196700634,196713012,"-","LOC100130452","GeneID:100130452","GENE","GRCh38.p7-Primary Assembly","-",""
"482199",9606,"11",10308313,10430673,"+","NC_000011.10",10308313,10430673,"+","CAND1.11","GeneID:100130460","GENE","GRCh38.p7-Primary Assembly","-",""
"2591075",9606,"6",137823669,137868233,"-","NC_000006.12",137823669,137868233,"-","LOC100130476","GeneID:100130476","GENE","GRCh38.p7-Primary Assembly","-",""
"1357171",9606,"18",6511416,6590653,"+","NC_000018.10",6511416,6590653,"+","LINC01387","GeneID:100130480","GENE","GRCh38.p7-Primary Assembly","-",""
"1405497",9606,"18",80147924,80178432,"+","NC_000018.10",80147924,80178432,"+","PARD6G-AS1","GeneID:100130522","GENE","GRCh38.p7-Primary Assembly","-",""
"3027951",9606,"9",134054290,134058805,"+","NC_000009.12",134054290,134058805,"+","LOC100130548","GeneID:100130548","GENE","GRCh38.p7-Primary Assembly","-",""
"82808",9606,"1",40689080,40692261,"-","NC_000001.11",40689080,40692261,"-","NFYC-AS1","GeneID:100130557","GENE","GRCh38.p7-Primary Assembly","-",""
"1267375",9606,"17",43369845,43388898,"-","NC_000017.11",43369845,43388898,"-","LINC00910","GeneID:100130581","GENE","GRCh38.p7-Primary Assembly","-",""
"1894753",9606,"20",63359988,63371177,"+","NC_000020.11",63359988,63371177,"+","LOC100130587","GeneID:100130587","GENE","GRCh38.p7-Primary Assembly","-",""
"2681308",9606,"7",32456897,32458494,"-","NC_000007.14",32456897,32458494,"-","LOC100130673","GeneID:100130673","GENE","GRCh38.p7-Primary Assembly","-",""
"1741326",9606,"2",177283508,177392691,"-","NC_000002.12",177283508,177392691,"-","LOC100130691","GeneID:100130691","GENE","GRCh38.p7-Primary Assembly","-",""
"393206",9606,"10",80247758,80255408,"+","NC_000010.11",80247758,80255408,"+","LOC100130698","GeneID:100130698","GENE","GRCh38.p7-Primary Assembly","-",""
"1125078",9606,"16",35505087,35507170,"-","NC_000016.10",35505087,35507170,"-","TP53TG3HP","GeneID:100130700","GENE","GRCh38.p7-Primary Assembly","-",""
"1934569",9606,"22",17159389,17165445,"+","NC_000022.11",17159389,17165445,"+","CECR5-AS1","GeneID:100130717","GENE","GRCh38.p7-Primary Assembly","-",""
"2342431",9606,"5",14712694,14716529,"+","NC_000005.10",14712694,14716529,"+","LOC100130744","GeneID:100130744","GENE","GRCh38.p7-Primary Assembly","-",""
"2746059",9606,"7",105565133,105581529,"-","NC_000007.14",105565133,105581529,"-","EFCAB10","GeneID:100130771","GENE","GRCh38.p7-Primary Assembly","-",""
"707116",9606,"12",57726240,57728356,"+","NC_000012.12",57726240,57728356,"+","AGAP2-AS1","GeneID:100130776","GENE","GRCh38.p7-Primary Assembly","-",""
"2701413",9606,"7",56875385,56882146,"-","NC_000007.14",56875385,56882146,"-","LOC100130849","GeneID:100130849","GENE","GRCh38.p7-Primary Assembly","-",""
"1003303",9606,"15",63587710,63600827,"-","NC_000015.10",63587710,63600827,"-","USP3-AS1","GeneID:100130855","GENE","GRCh38.p7-Primary Assembly","-",""
"2208327",9606,"4",1195783,1208962,"-","NC_000004.12",1195783,1208962,"-","LOC100130872","GeneID:100130872","GENE","GRCh38.p7-Primary Assembly","-",""
"444049",9606,"10",121928312,121951965,"+","NC_000010.11",121928312,121951965,"+","ATE1-AS1","GeneID:100130887","GENE","GRCh38.p7-Primary Assembly","-",""
"2493810",9606,"6",31173735,31177899,"-","NC_000006.12",31173735,31177899,"-","PSORS1C3","GeneID:100130889","GENE","GRCh38.p7-Primary Assembly","-",""
"1157681",9606,"16",70755060,70773251,"+","NC_000016.10",70755060,70773251,"+","VAC14-AS1","GeneID:100130894","GENE","GRCh38.p7-Primary Assembly","-",""
"1980580",9606,"22",40032332,40036577,"+","NC_000022.11",40032332,40036577,"+","LOC100130899","GeneID:100130899","GENE","GRCh38.p7-Primary Assembly","-",""
"1875861",9606,"20",46456493,46457643,"-","NC_000020.11",46456493,46457643,"-","ZNF663P","GeneID:100130934","GENE","GRCh38.p7-Primary Assembly","-",""
"3132308",9606,"X",152733827,152740985,"+","NC_000023.11",152733827,152740985,"+","CSAG4","GeneID:100130935","GENE","GRCh38.p7-Primary Assembly","-",""
"1197959",9606,"17",5192084,5235636,"+","NC_000017.11",5192084,5235636,"+","LOC100130950","GeneID:100130950","GENE","GRCh38.p7-Primary Assembly","-",""
"3029557",9606,"9",135574925,135587112,"+","NC_000009.12",135574925,135587112,"+","LINC01502","GeneID:100130954","GENE","GRCh38.p7-Primary Assembly","-",""
"2830509",9606,"8",39563112,39580134,"+","NC_000008.11",39563112,39580134,"+","LOC100130964","GeneID:100130964","GENE","GRCh38.p7-Primary Assembly","-",""
"548933",9606,"11",67317839,67391687,"+","NC_000011.10",67317839,67391687,"+","LOC100130987","GeneID:100130987","GENE","GRCh38.p7-Primary Assembly","-",""
"329219",9606,"10",22252072,22258548,"+","NC_000010.11",22252072,22258548,"+","LOC100130992","GeneID:100130992","GENE","GRCh38.p7-Primary Assembly","-",""
"2512573",9606,"6",38906495,38953107,"-","NC_000006.12",38906495,38953107,"-","LOC100131047","GeneID:100131047","GENE","GRCh38.p7-Primary Assembly","-",""
"113895",9606,"1",58785151,58899712,"+","NC_000001.11",58785151,58899712,"+","LINC01135","GeneID:100131060","GENE","GRCh38.p7-Primary Assembly","-",""
"2383189",9606,"5",81237565,81301569,"-","NC_000005.10",81237565,81301569,"-","CKMT2-AS1","GeneID:100131067","GENE","GRCh38.p7-Primary Assembly","-",""
"964896",9606,"15",40039311,40067509,"+","NC_000015.10",40039311,40067509,"+","SRP14-AS1","GeneID:100131089","GENE","GRCh38.p7-Primary Assembly","-",""
"1329925",9606,"17",78107401,78111799,"-","NC_000017.11",78107401,78111799,"-","TNRC6C-AS1","GeneID:100131096","GENE","GRCh38.p7-Primary Assembly","-",""
"2127584",9606,"3",114351811,114388978,"+","NC_000003.12",114351811,114388978,"+","ZBTB20-AS1","GeneID:100131117","GENE","GRCh38.p7-Primary Assembly","-",""
"755368",9606,"12",110936602,110937448,"+","NC_000012.12",110936602,110937448,"+","LINC01405","GeneID:100131138","GENE","GRCh38.p7-Primary Assembly","-",""
"2786557",9606,"7",151409161,151413354,"+","NC_000007.14",151409161,151413354,"+","WDR86-AS1","GeneID:100131176","GENE","GRCh38.p7-Primary Assembly","-",""
"3033760",9606,"9",136803927,136808848,"-","NC_000009.12",136803927,136808848,"-","CCDC183-AS1","GeneID:100131193","GENE","GRCh38.p7-Primary Assembly","-",""
"268657",9606,"1",212051486,212052051,"-","NC_000001.11",212051486,212052051,"-","RPL21P28","GeneID:100131205","GENE","GRCh38.p7-Primary Assembly","-",""
"1836113",9606,"20",10023812,10219506,"-","NC_000020.11",10023812,10219506,"-","SNAP25-AS1","GeneID:100131208","GENE","GRCh38.p7-Primary Assembly","-",""
"1755318",9606,"2",190454088,190607126,"-","NC_000002.12",190454088,190607126,"-","NEMP2","GeneID:100131211","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"387658",9606,"10",75401528,75408982,"+","NC_000010.11",75401528,75408982,"+","ZNF503-AS2","GeneID:100131213","GENE","GRCh38.p7-Primary Assembly","-",""
"247476",9606,"1",198808003,198937429,"-","NC_000001.11",198808003,198937429,"-","MIR181A1HG","GeneID:100131234","GENE","GRCh38.p7-Primary Assembly","-",""
"2663651",9606,"7",7075770,7096786,"-","NC_000007.14",7075770,7096786,"-","LOC100131257","GeneID:100131257","GENE","GRCh38.p7-Primary Assembly","-",""
"2486017",9606,"6",27761744,27763187,"+","NC_000006.12",27761744,27763187,"+","LOC100131289","GeneID:100131289","GENE","GRCh38.p7-Primary Assembly","-",""
"958277",9606,"15",32718101,32718865,"-","NC_000015.10",32718101,32718865,"-","LOC100131315","GeneID:100131315","GENE","GRCh38.p7-Primary Assembly","-",""
"1695892",9606,"2",129966592,129980472,"-","NC_000002.12",129966592,129980472,"-","RAB6C-AS1","GeneID:100131320","GENE","GRCh38.p7-Primary Assembly","-",""
"1252644",9606,"17",39057019,39081451,"+","NC_000017.11",39057019,39081451,"+","LOC100131347","GeneID:100131347","GENE","GRCh38.p7-Primary Assembly","-",""
"937578",9606,"14",103187221,103189028,"-","NC_000014.9",103187221,103189028,"-","LINC00605","GeneID:100131366","GENE","GRCh38.p7-Primary Assembly","-",""
"3129488",9606,"X",149527591,149539752,"-","NC_000023.11",149527591,149539752,"-","LINC00893","GeneID:100131434","GENE","GRCh38.p7-Primary Assembly","-",""
"1185394",9606,"17",752333,755336,"+","NC_000017.11",752333,755336,"+","DBIL5P","GeneID:100131454","GENE","GRCh38.p7-Primary Assembly","-",""
"1877716",9606,"20",47318502,47320754,"+","NC_000020.11",47318502,47320754,"+","LOC100131496","GeneID:100131496","GENE","GRCh38.p7-Primary Assembly","-",""
"2620060",9606,"6",169962623,169967678,"+","NC_000006.12",169962623,169967678,"+","LOC100131532","GeneID:100131532","GENE","GRCh38.p7-Primary Assembly","-",""
"2196317",9606,"3",194301199,194312804,"-","NC_000003.12",194301199,194312804,"-","LINC00887","GeneID:100131551","GENE","GRCh38.p7-Primary Assembly","-",""
"836974",9606,"13",99351420,99352027,"+","NC_000013.11",99351420,99352027,"+","FKSG29","GeneID:100131561","GENE","GRCh38.p7-Primary Assembly","-",""
"143166",9606,"1",93310109,93345811,"-","NC_000001.11",93310109,93345811,"-","CCDC18-AS1","GeneID:100131564","GENE","GRCh38.p7-Primary Assembly","-",""
"600943",9606,"11",118381220,118418815,"-","NC_000011.10",118381220,118418815,"-","LOC100131626","GeneID:100131626","GENE","GRCh38.p7-Primary Assembly","-",""
"2192818",9606,"3",187702366,187732415,"+","NC_000003.12",187702366,187732415,"+","LOC100131635","GeneID:100131635","GENE","GRCh38.p7-Primary Assembly","-",""
"1402756",9606,"18",76794732,76822295,"-","NC_000018.10",76794732,76822295,"-","LOC100131655","GeneID:100131655","GENE","GRCh38.p7-Primary Assembly","-",""
"1547038",9606,"19",58559186,58574797,"+","NC_000019.10",58559186,58574797,"+","MZF1-AS1","GeneID:100131691","GENE","GRCh38.p7-Primary Assembly","-",""
"2881493",9606,"8",123201172,123202743,"-","NC_000008.11",123201172,123202743,"-","FAM83A-AS1","GeneID:100131726","GENE","GRCh38.p7-Primary Assembly","-",""
"749613",9606,"12",109052041,109053965,"-","NC_000012.12",109052041,109053965,"-","USP30-AS1","GeneID:100131733","GENE","GRCh38.p7-Primary Assembly","-",""
"3101723",9606,"X",101418263,101535988,"+","NC_000023.11",101418263,101535988,"+","ARMCX4","GeneID:100131755","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"1428705",9606,"19",7629785,7631624,"+","NC_000019.10",7629785,7631624,"+","PET100","GeneID:100131801","GENE","GRCh38.p7-Primary Assembly","-","best RefSeq;identical;N"
"2588444",9606,"6",135497801,135690838,"+","NC_000006.12",135497801,135690838,"+","LINC00271","GeneID:100131814","GENE","GRCh38.p7-Primary Assembly","-",""
"3097179",9606,"X",84934151,84934890,"+","NC_000023.11",84934151,84934890,"+","UBE2DNL","GeneID:100131816","GENE","GRCh38.p7-Primary Assembly","-",""
"212291",9606,"1",159195985,159202422,"-","NC_000001.11",159195985,159202422,"-","CADM3-AS1","GeneID:100131825","GENE","GRCh38.p7-Primary Assembly","-",""
"2946307",9606,"9",67717498,67719179,"-","NC_000009.12",67717498,67719179,"-","FAM27E3","GeneID:100131997","GENE","GRCh38.p7-Primary Assembly","-",""
"175678",9606,"1",148402483,148432545,"+","NC_000001.11",148402483,148432545,"+","LOC100132057","GeneID:100132057","GENE","GRCh38.p7-Primary Assembly","-",""
"2463926",9606,"5",181323506,181328195,"+","NC_000005.10",181323506,181328195,"+","LOC100132062","GeneID:100132062","GENE","GRCh38.p7-Primary Assembly","-",""
"2972415",9606,"9",94332476,94360948,"+","NC_000009.12",94332476,94360948,"+","LOC100132077","GeneID:100132077","GENE","GRCh38.p7-Primary Assembly","-",""
"590431",9606,"11",111414242,111418186,"-","NC_000011.10",111414242,111418186,"-","LOC100132078","GeneID:100132078","GENE","GRCh38.p7-Primary Assembly","-",""
"947326",9606,"15",22479153,22482374,"-","NC_000015.10",22479153,22482374,"-","HERC2P7","GeneID:100132101","GENE","GRCh38.p7-Primary Assembly","-",""
"2799848",9606,"8",7955013,8008755,"+","NC_000008.11",7955013,8008755,"+","FAM66E","GeneID:100132103","GENE","GRCh38.p7-Primary Assembly","-",""
"187739",9606,"1",151838469,151844165,"+","NC_000001.11",151838469,151844165,"+","LOC100132111","GeneID:100132111","GENE","GRCh38.p7-Primary Assembly","-",""
"398485",9606,"10",88932684,88939974,"+","NC_000010.11",88932684,88939974,"+","ACTA2-AS1","GeneID:100132116","GENE","GRCh38.p7-Primary Assembly","-",""
"30643",9606,"1",16533891,16535652,"-","NC_000001.11",16533891,16535652,"-","LINC01783","GeneID:100132147","GENE","GRCh38.p7-Primary Assembly","-",""
"314591",9606,"10",5514244,5526246,"-","NC_000010.11",5514244,5526246,"-","CALML3-AS1","GeneID:100132159","GENE","GRCh38.p7-Primary Assembly","-",""
"3053875",9606,"X",18890296,18894975,"+","NC_000023.11",18890296,18894975,"+","PHKA2-AS1","GeneID:100132163","GENE","GRCh38.p7-Primary Assembly","-",""
"1059003",9606,"16",22916,25114,"+","NC_000016.10",22916,25114,"+","WASIR2","GeneID:100132169","GENE","GRCh38.p7-Primary Assembly","-",""
"1329460",9606,"17",77722872,77728559,"-","NC_000017.11",77722872,77728559,"-","LOC100132174","GeneID:100132174","GENE","GRCh38.p7-Primary Assembly","-",""
"1625808",9606,"2",63043922,63048521,"-","NC_000002.12",63043922,63048521,"-","LOC100132215","GeneID:100132215","GENE","GRCh38.p7-Primary Assembly","-",""
"795521",9606,"13",27953526,27955363,"+","NC_000013.11",27953526,27955363,"+","LINC00543","GeneID:100132234","GENE","GRCh38.p7-Primary Assembly","-",""
"2944676",9606,"9",62834248,62838346,"-","NC_000009.12",62834248,62838346,"-","LOC100132249","GeneID:100132249","GENE","GRCh38.p7-Primary Assembly","-",""
"1985640",9606,"22",42090933,42125349,"+","NC_000022.11",42090933,42125349,"+","NDUFA6-AS1","GeneID:100132273","GENE","GRCh38.p7-Primary Assembly","-",""
"449",9606,"1",490756,495445,"-","NC_000001.11",490756,495445,"-","LOC100132287","GeneID:100132287","GENE","GRCh38.p7-Primary Assembly","-",""
"1898919",9606,"21",9068356,9129761,"-","NC_000021.9",9068356,9129761,"-","TEKT4P2","GeneID:100132288","GENE","GRCh38.p7-Primary Assembly","-",""
"3093118",9606,"X",72781865,72782660,"-","NC_000023.11",72781865,72782660,"-","LOC100132304","GeneID:100132304","GENE","GRCh38.p7-Primary Assembly","-",""
"1122246",9606,"16",31700613,31707437,"+","NC_000016.10",31700613,31707437,"+","CLUHP3","GeneID:100132341","GENE","GRCh38.p7-Primary Assembly","-",""
"2943005",9606,"9",40992337,41014139,"+","NC_000009.12",40992337,41014139,"+","FRG1HP","GeneID:100132352","GENE","GRCh38.p7-Primary Assembly","-",""
"2523439",9606,"6",43891028,43938207,"+","NC_000006.12",43891028,43938207,"+","LINC01512","GeneID:100132354","GENE","GRCh38.p7-Primary Assembly","-",""
"2357552",9606,"5",43065187,43066971,"-","NC_000005.10",43065187,43066971,"-","LOC100132356","GeneID:100132356","GENE","GRCh38.p7-Primary Assembly","-",""
"169863",9606,"1",143874743,143883733,"+","NC_000001.11",143874743,143883733,"+","FCGR1CP","GeneID:100132417","GENE","GRCh38.p7-Primary Assembly","-",""
"466854",9606,"11",1683270,1685629,"-","NC_000011.10",1683270,1685629,"-","FAM99B","GeneID:100132464","GENE","GRCh38.p7-Primary Assembly","-",""
"2020178",9606,"3",13933056,13936944,"+","NC_000003.12",13933056,13936944,"+","FGD5P1","GeneID:100132526","GENE","GRCh38.p7-Primary Assembly","-",""
"1159427",9606,"16",71565016,71572438,"+","NC_000016.10",71565016,71572438,"+","TAT-AS1","GeneID:100132529","GENE","GRCh38.p7-Primary Assembly","-",""
"2942621",9606,"9",40348499,40353658,"+","NC_000009.12",40348499,40353658,"+","GXYLT1P3","GeneID:100132541","GENE","GRCh38.p7-Primary Assembly","-",""
"953846",9606,"15",28378638,28391266,"+","NC_000015.10",28378638,28391266,"+","GOLGA8F","GeneID:100132565","GENE","GRCh38.p7-Primary Assembly","-",""
"733879",9606,"12",95649255,95673999,"+","NC_000012.12",95649255,95673999,"+","PGAM1P5","GeneID:100132594","GENE","GRCh38.p7-Primary Assembly","-",""
"3141523",9606,"Y",2752296,2774996,"+","NC_000024.10",2752296,2774996,"+","XGY2","GeneID:100132596","GENE","GRCh38.p7-Primary Assembly","-",""
"126423",9606,"1",71046506,71067184,"+","NC_000001.11",71046506,71067184,"+","ZRANB2-AS1","GeneID:100132618","GENE","GRCh38.p7-Primary Assembly","-",""
"2068357",9606,"3",49549306,49554366,"-","NC_000003.12",49549306,49554366,"-","BSN-AS2","GeneID:100132677","GENE","GRCh38.p7-Primary Assembly","-",""
"592790",9606,"11",112260265,112261396,"+","NC_000011.10",112260265,112261396,"+","LOC100132686","GeneID:100132686","GENE","GRCh38.p7-Primary Assembly","-",""
"2790264",9606,"7",154928517,154949490,"+","NC_000007.14",154928517,154949490,"+","PAXIP1-AS2","GeneID:100132707","GENE","GRCh38.p7-Primary Assembly","-",""
"1697019",9606,"2",130680050,130685863,"+","NC_000002.12",130680050,130685863,"+","CYP4F30P","GeneID:100132708","GENE","GRCh38.p7-Primary Assembly","-",""
"988768",9606,"15",50944129,50946573,"+","NC_000015.10",50944129,50946573,"+","DCAF13P3","GeneID:100132724","GENE","GRCh38.p7-Primary Assembly","-",""
"2592577",9606,"6",139771073,139860471,"+","NC_000006.12",139771073,139860471,"+","LOC100132735","GeneID:100132735","GENE","GRCh38.p7-Primary Assembly","-",""
"3092314",9606,"X",71778169,71784378,"-","NC_000023.11",71778169,71784378,"-","LOC100132741","GeneID:100132741","GENE","GRCh38.p7-Primary Assembly","-",""
"89290",9606,"1",43699724,43707341,"-","NC_000001.11",43699724,43707341,"-","KDM4A-AS1","GeneID:100132774","GENE","GRCh38.p7-Primary Assembly","-",""
